Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF1056524/163,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Corby,Uppingham,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Corby given service number RF1 effective from 22 October 2017. To amend Timetable.,Normal Stopping,Yes,In Part,Rutland County Council,Leicestershire County Council,East of England,163
PF1056524/163,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Corby,Uppingham,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Corby given service number RF1 effective from 22 October 2017. To amend Timetable.,Normal Stopping,Yes,In Part,Rutland County Council,Rutland County Council,East of England,163
PF1056524/163,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Corby,Uppingham,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Corby given service number RF1 effective from 22 October 2017. To amend Timetable.,Hail & Ride,Yes,In Part,Rutland County Council,Leicestershire County Council,East of England,163
PF1056524/163,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Corby,Uppingham,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Corby given service number RF1 effective from 22 October 2017. To amend Timetable.,Hail & Ride,Yes,In Part,Rutland County Council,Rutland County Council,East of England,163
PF1056524/164,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Melton Mowbray,Whissendine,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Melton Mowbray given service number RF1 effective from 22 October 2017. To amend Timetable.,Normal Stopping,Yes,No,,Leicestershire County Council,East of England,164
PF1056524/164,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Melton Mowbray,Whissendine,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Melton Mowbray given service number RF1 effective from 22 October 2017. To amend Timetable.,Normal Stopping,Yes,No,,Rutland County Council,East of England,164
PF1056524/164,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Melton Mowbray,Whissendine,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Melton Mowbray given service number RF1 effective from 22 October 2017. To amend Timetable.,Hail & Ride,Yes,No,,Leicestershire County Council,East of England,164
PF1056524/164,1,RF1,F,PF1056524,90,90,07/04/2006,31/03/2021,Standard National,196040,CENTREBUS NORTH LTD,,"43 WENLOCK WAY, LEICESTER, LE4 9HU, GB",Oakham,Melton Mowbray,Whissendine,22/10/2017,13/10/2017,,Variation to timetable,Valid,Registered,Operating between Oakham and Melton Mowbray given service number RF1 effective from 22 October 2017. To amend Timetable.,Hail & Ride,Yes,No,,Rutland County Council,East of England,164
PF1057829/3,0,S365,F,PF1057829,6,6,05/05/2006,30/04/2021,Standard International,197286,MARK JAMES CURLEY,COACH,"4-6 WEST END, LANGTOFT, PETERBOROUGH, PE6 9LS, GB",Holbeach,Market Deeping,,01/09/2009,28/07/2009,,School days,Valid,Registered,"From: Holbeach
To: Market Deeping
Via: 
Name or No: S365
Service Type: Hail & Ride
Effective Date: 01-Sep-2009
Other Details: School days",Hail & Ride,Yes,Yes,Lincolnshire CC,Lincolnshire County Council,East of England,3
PF1060975/1,0,824,F,PF1060975,18,18,10/08/2006,31/07/2021,Standard International,200320,BRYAN ARTHUR GARRATT & PARTNERS,BRYAN A GARRATT/ABBEY TRAVEL,"GROBY, 37 SYCAMORE DRIVE, LEICESTER, LE6 0EW, GB",Beaumont Centre,Anstey Martin High School,,02/09/2010,26/07/2010,,School days only.,Valid,Registered,"From: Beaumont Centre
To: Anstey Martin High School
Via: 
Name or No: 824/824B
Service Type: School or Works
Effective Date: 02-Sep-2010
Other Details: School days only.",School or Works,Yes,No,,Leicestershire County Council,East of England,1
PF1064030/1,0,MT WGC,F,PF1064030,4,4,15/11/2006,31/10/2021,Standard National,203218,M S TRAVEL LTD,,"29 BURROWFIELD, WELWYN GARDEN CITY, AL7 4SS, GB",Welwyn Garden City,Haberdasher AskesBoys School,,08/01/2007,07/11/2006,,Monday to Friday Jan - Dec School days only,Valid,Registered,"From: Welwyn Garden City
To: Haberdasher AskesBoys School
Via: 
Name or No: MT WGC
Service Type: Limited Stop
Effective Date: 08-Jan-2007
Other Details: Monday to Friday Jan - Dec School days only",Limited Stop,NO,No,,Hertfordshire County Council,East of England,1
PF1064030/2,0,MT HARP,F,PF1064030,4,4,15/11/2006,31/10/2021,Standard National,203218,M S TRAVEL LTD,,"29 BURROWFIELD, WELWYN GARDEN CITY, AL7 4SS, GB",Harpenden,Haberdashers Askes Boys School,,08/01/2007,07/11/2006,,Monday to Friday Jan _ Dec School Days only.,Valid,Registered,"From: Harpenden
To: Haberdashers Askes Boys School
Via: 
Name or No: MT HARP
Service Type: Normal Stopping
Effective Date: 08-Jan-2007
Other Details: Monday to Friday Jan _ Dec School Days only.",Normal Stopping,NO,No,,Hertfordshire County Council,East of England,2
PF1064030/3,0,MT SA,F,PF1064030,4,4,15/11/2006,31/10/2021,Standard National,203218,M S TRAVEL LTD,,"29 BURROWFIELD, WELWYN GARDEN CITY, AL7 4SS, GB",St Albans,Haberdashers Askes Boys School,,08/01/2007,07/11/2006,,Monday to Fridays Jan - Dec School Days only.,Valid,Registered,"From: St Albans
To: Haberdashers Askes Boys School
Via: 
Name or No: MT SA
Service Type: Limited Stop
Effective Date: 08-Jan-2007
Other Details: Monday to Fridays Jan - Dec School Days only.",Limited Stop,NO,No,,Hertfordshire County Council,East of England,3
PF1067354/1,1,,F,PF1067354,6,6,05/04/2007,31/03/2022,Standard National,206417,BARRY MAURICE DEAKIN,EAGLE MINI COACHES,"HIGH STREET, 179 THE PARADE,, WATFORD, WD17 1NJ, GB","Watford, The Grove Hotel","Watford, The Grove Hotel",,09/04/2014,12/02/2014,,VARY TIMETABLE,Valid,Registered,"Operating between Watford, The Grove Hotel and Watford, The Grove Hotel given service number  effective from 09-Apr-2014. To amend Timetable.",School or Works,NO,No,,Hertfordshire County Council,East of England,1
PF1069636/5,1,B,F,PF1069636,5,6,24/05/2007,30/04/2022,Standard National,208694,PPH COACHES LIMITED,,"7 OLYMPIC PARK ROAD, ANDOVER, SP11 6RX, GB",IVER HEATH SLOUGH ROAD,WYCOMBE SPORTS CENTRE,,02/10/2015,07/08/2015,,Variation to route and timetable on service B service A withdrawn,Valid,Registered,Operating between IVER HEATH SLOUGH ROAD and WYCOMBE SPORTS CENTRE given service number B/C effective from 02-Oct-2015. To amend Route and Timetable.,Normal Stopping,NO,No,,Buckinghamshire County Council,East of England,5
PF1072807/1,1,ZIP,F,PF1072807,8,8,24/08/2007,31/07/2022,Standard National,211810,L C B TRAVEL LTD,,"21 THE MAPLES, HARLOW, CM19 4QY, GB",Millwards Harlow,Harlow Town Centre,,01/08/2010,04/06/2010,,Vary timetable.,Valid,Registered,Operating between Millwards Harlow and Harlow Town Centre given service number ZIP effective from 01-Aug-2010. To amend Timetable.,Limited Stop,NO,Yes,,Essex County Council,East of England,1
PF1072807/2,1,LCB1,F,PF1072807,8,8,24/08/2007,31/07/2022,Standard National,211810,L C B TRAVEL LTD,,"21 THE MAPLES, HARLOW, CM19 4QY, GB",Maples,Maples,,08/04/2014,11/02/2014,,VARY TIMETABLE,Valid,Registered,Operating between Maples and Maples given service number LCB1 effective from 08-Apr-2014. To amend Route and Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,2
PF1072807/3,1,LCB2,F,PF1072807,8,8,24/08/2007,31/07/2022,Standard National,211810,L C B TRAVEL LTD,,"21 THE MAPLES, HARLOW, CM19 4QY, GB",Church Langley,Harlow Bus Station,,28/11/2011,08/11/2011,,Vary route/timetable.,Valid,Registered,Operating between Church Langley and Harlow Bus Station given service number LCB2 effective from 28-Nov-2011. To amend Route and Timetable.,Normal Stopping,Yes,No,,Essex County Council,East of England,3
PF1073000/1,0,E711,F,PF1073000,2,2,24/08/2007,31/07/2012,Restricted,211996,SCOTT DALY & CARL JOHNSON,DALY'S TRAVEL,"135, WESTFIELD, HARLOW, CM18 6AH, GB",Much Hadham,"Hoddesden, John Warner School",,20/11/2008,20/11/2008,,Mondays to Fridays,Valid,Registered,"From: Much Hadham
To: Hoddesden, John Warner School
Via: 
Name or No: E711
Service Type: School or Works
Effective Date: 20-Nov-2008
Other Details: Mondays to Fridays",School or Works,Yes,No,,Hertfordshire County Council,East of England,1
PF1076118/25,12,19,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","Northampton University, Park Campus",Northampton Town Centre,,23/09/2017,28/07/2017,,Amend timetable,Valid,Registered,"Operating between Northampton University, Park Campus and Northampton Town Centre given service number 19 / 19A effective from 01 October 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,No,,Northamptonshire County Council,East of England,25
PF1076118/25,12,19,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","Northampton University, Park Campus",Northampton Town Centre,,23/09/2017,28/07/2017,,Amend timetable,Valid,Registered,"Operating between Northampton University, Park Campus and Northampton Town Centre given service number 19 / 19A effective from 23 September 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,No,,Northamptonshire County Council,East of England,25
PF1076118/27,5,21,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","NORTHAMPTON UNIVERSITY, PARK CAMPUS",RECTORY FARM ESTATE,,27/03/2016,29/01/2016,,"Vary Timetable

To improve reliability and reduce frequency on Saturdays",Valid,Registered,"Operating between NORTHAMPTON UNIVERSITY, PARK CAMPUS and RECTORY FARM ESTATE given service number 21 effective from 27-Mar-2016. To amend Timetable.",Normal Stopping,NO,No,,Northamptonshire County Council,East of England,27
PF1076118/37,3,86,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","Drapery, Northampton","Watling Street, Towcester","Bilsworth, Shutlanger",30/10/2017,01/09/2017,,"Variation to route description, stopping places and timetable

Route changed in Yardley Gibion",Valid,Registered,"Operating between Drapery, Northampton and Watling Street, Towcester given service number 86 effective from 30 October 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,Yes,Northampton CC,Milton Keynes Council,East of England,37
PF1076118/37,3,86,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","Drapery, Northampton","Watling Street, Towcester","Bilsworth, Shutlanger",30/10/2017,01/09/2017,,"Variation to route description, stopping places and timetable

Route changed in Yardley Gibion",Valid,Registered,"Operating between Drapery, Northampton and Watling Street, Towcester given service number 86 effective from 30 October 2017. To amend Route, Stopping Places and Timetable.",Normal Stopping,NO,Yes,Northampton CC,Northamptonshire County Council,East of England,37
PF1076118/38,3,90,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","The Food Court, Milton Keynes","Watling Street, Towcester","Deanshanger, Yardley Gobion",30/10/2017,01/09/2017,,"Variation to route, stopping places and timetable

Route chane in Yardley Gibion",Valid,Registered,"Operating between The Food Court, Milton Keynes and Watling Street, Towcester given service number 90 / 90A effective from 30 October 2017. To amend Route, Start & Finish Point and Timetable.",Normal Stopping,NO,Yes,Northampton CC,Milton Keynes Council,East of England,38
PF1076118/38,3,90,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","The Food Court, Milton Keynes","Watling Street, Towcester","Deanshanger, Yardley Gobion",30/10/2017,01/09/2017,,"Variation to route, stopping places and timetable

Route chane in Yardley Gibion",Valid,Registered,"Operating between The Food Court, Milton Keynes and Watling Street, Towcester given service number 90 / 90A effective from 30 October 2017. To amend Route, Start & Finish Point and Timetable.",Normal Stopping,NO,Yes,Northampton CC,Northamptonshire County Council,East of England,38
PF1076118/39,0,805,F,PF1076118,30,30,14/12/2007,30/11/2017,Standard National,214941,UNO BUSES (NORTHAMPTON LTD)  LTD,UNO,"GYPSY MOTH AVENUE, UNIVERSITY BUS GARAGE, HATFIELD, AL10 9BS, GB","Hardingstone, Waitrose",Moulton College,"Towcester Rd, Abington Square",12/09/2017,18/07/2017,,Monday to Friday Moulton College term days only,Valid,Registered,"From: Hardingstone, Waitrose
To: Moulton College
Via: Towcester Rd, Abington Square
Name or No.: 805
Service type: School or Works
Effective date: 12 September 2017
Other details: Monday to Friday Moulton College term days only",School or Works,NO,No,,Northamptonshire County Council,East of England,39
PF1076687/1,0,29,F,PF1076687,4,4,11/01/2008,31/12/2017,Standard International,215485,L J BOURNE & R G CANTWELL,L & R TRANSPORT SERVICES,"14 BRACKENDALE COURT, BASILDON, SS13 3JR, GB","Treacle Mine, Hogg Lane, Grays","Campion School, Wingletye Lane, Hornchurch","Chafford, Aveley, Upminster",06/09/2016,20/07/2016,,Monday to Friday school days only,Valid,Registered,"From: Treacle Mine, Hogg Lane, Grays
To: Campion School, Wingletye Lane, Hornchurch
Via: Chafford, Aveley, Upminster
Name or No: 029
Service Type: School or Works
Effective Date: 06-Sep-2016
Other Details: Monday to Friday school days only",School or Works,Yes,No,,Thurrock Council,East of England,1
PF1078571/14,0,Aylsham 4,F,PF1078571,20,20,01/09/2008,31/08/2018,Standard International,217253,AFSC LIMITED,MARETTS CHARIOTS,"AYLMERTON, THE OLD SCHOOL, NORWICH, NR11 8RA, GB",North Walsham,Aylsham,,01/11/2011,21/10/2011,,School days only.,Valid,Registered,"From: North Walsham
To: Aylsham
Via: 
Name or No: Aylsham 4
Service Type: Normal Stopping
Effective Date: 01-Nov-2011
Other Details: School days only.",Normal Stopping,Yes,Yes,Norfolk CC,Norfolk County Council,East of England,14
PF1079391/1,1,1,F,PF1079391,1,1,08/05/2008,30/04/2018,Restricted,218007,NICK OGILVIE,SGH Transport,"TAKELEY, PARSONAGE ROAD, BISHOP'S STORTFORD, CM22 6PU, GB",Stanstead Guest House,Stanstead Airport,,27/12/2012,01/11/2012,,Amend timetable,Valid,Registered,Operating between Stanstead Guest House and Stanstead Airport given service number 001 effective from 27-Dec-2012. To amend Timetable.,Normal Stopping,NO,No,,Essex County Council,East of England,1
PF1079391/1,1,1,F,PF1079391,1,1,08/05/2008,30/04/2018,Restricted,218007,NICK OGILVIE,SGH Transport,"TAKELEY, PARSONAGE ROAD, BISHOP'S STORTFORD, CM22 6PU, GB",Stanstead Guest House,Stanstead Airport,,27/12/2012,01/11/2012,,Amend timetable,Valid,Registered,Operating between Stanstead Guest House and Stanstead Airport given service number 001 effective from 27-Dec-2012. To amend Timetable.,Limited Stop,NO,No,,Essex County Council,East of England,1
PF1080941/3,0,C1,F,PF1080941,3,3,17/12/2008,30/11/2018,Standard National,219456,THORNS OF RAYLEIGH LTD,,"57 THE DALE, BENFLEET, SS7 1TD, GB",HAWKWELL,OUR LADT OF RANSOM SCHOOL,HAWKWELL; HOCKLEY; HULLBRIDGE,06/09/2011,05/08/2011,,Mon - Fri 1 am journey and 1 pm journey,Valid,Registered,"From: HAWKWELL
To: OUR LADT OF RANSOM SCHOOL
Via: HAWKWELL; HOCKLEY; HULLBRIDGE
Name or No: C1
Service Type: School or Works
Effective Date: 06-Sep-2011
Other Details: Mon - Fri 1 am journey and 1 pm journey",School or Works,Yes,Yes,ESSEX CC,Essex County Council,East of England,3
PF1084220/1,0,7,F,PF1084220,4,4,16/02/2009,31/01/2019,Standard National,222516,KEVIN JOHN MORTLOCK,KEANE TRAVEL,"LINFORD, 59 LOWER CRESCENT, STANFORD-LE-HOPE, SS17 0QJ, GB","Hathaway Road, Grays","Hassenbrook School, Corringham Rd, Stanford le Hope","Grays, Tilbury, Chadwell st mary, St Clares School",05/01/2015,19/12/2014,,"Monday to Friday(school term only)

One return journey per day",Valid,Registered,"From: Hathaway Road, Grays
To: Hassenbrook School, Corringham Rd, Stanford le Hope
Via: Grays, Tilbury, Chadwell st mary, St Clares School
Name or No: 007
Service Type: School or Works
Effective Date: 05-Jan-2015
Other Details: Monday to Friday(school term only)

One return journey per day",School or Works,Yes,No,,Thurrock Council,East of England,1
PF1085184/2,18,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Leicester,Lutterworth,"Narborough, Leire, Lutterworth",21/10/2017,10/10/2017,,Variation to the route description on some journeys,Valid,Registered,Operating between Leicester and Lutterworth given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire CC,Leicestershire County Council,East of England,2
PF1085184/2,18,X84,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Leicester,Lutterworth,"Narborough, Leire, Lutterworth",21/10/2017,10/10/2017,,Variation to the route description on some journeys,Valid,Registered,Operating between Leicester and Lutterworth given service number X84 / X84 effective from 21 October 2017. To amend Route.,Normal Stopping,Yes,No,Leicestershire CC,Leicester City Council,East of England,2
PF1085184/6,14,7,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Burbage,Nuneaton,Burbage,12/01/2017,14/06/2017,,Vary timetable on 07.27 journey,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,West Midlands,6
PF1085184/6,14,7,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Burbage,Nuneaton,Burbage,12/01/2017,14/06/2017,,Vary timetable on 07.27 journey,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Warwickshire County Council,West Midlands,6
PF1085184/6,14,7,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Burbage,Nuneaton,Burbage,12/01/2017,14/06/2017,,Vary timetable on 07.27 journey,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,East of England,6
PF1085184/6,14,7,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Burbage,Nuneaton,Burbage,12/01/2017,14/06/2017,,Vary timetable on 07.27 journey,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Warwickshire County Council,East of England,6
PF1085184/7,12,1,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Earl Shilton,,22/04/2017,14/06/2017,,Variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,East of England,7
PF1085184/8,8,66,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,"Stoke Golding, Higham on the Hill",02/01/2017,14/06/2017,,variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,West Midlands,8
PF1085184/8,8,66,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,"Stoke Golding, Higham on the Hill",02/01/2017,14/06/2017,,variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Warwickshire County Council,West Midlands,8
PF1085184/8,8,66,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,"Stoke Golding, Higham on the Hill",02/01/2017,14/06/2017,,variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,East of England,8
PF1085184/8,8,66,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Nuneaton,"Stoke Golding, Higham on the Hill",02/01/2017,14/06/2017,,variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Warwickshire County Council,East of England,8
PF1085184/9,10,2,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Barwell,,02/01/2017,14/06/2017,,Vary  timetable,Valid,Registered,,Normal Stopping,NO,No,Leicester cc,Leicestershire County Council,East of England,9
PF1085184/15,11,8,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Hinckley,Lutterworth,,17/07/2017,14/06/2017,,"Vary timetable,  stopping places and route direction into Magna Park",Valid,Registered,,Normal Stopping,NO,No,Leicestershire CC,Leicestershire County Council,East of England,15
PF1085184/16,21,X55,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Leicester,Hinckley,,22/04/2017,27/06/2017,,Variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leics CC,Leicestershire County Council,East of England,16
PF1085184/16,21,X55,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Leicester,Hinckley,,22/04/2017,27/06/2017,,Variation to timetable,Valid,Registered,,Normal Stopping,NO,No,Leics CC,Leicester City Council,East of England,16
PF1085184/23,4,79,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Bede Village,,29/08/2017,30/06/2017,,Hail & Ride will operate along Cardigan Rd and Deans Way,Valid,Registered,Operating between Nuneaton and Bede Village given service number 79 / 79 effective from 29 August 2017. To amend Route and Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,West Midlands,23
PF1085184/23,4,79,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Bede Village,,29/08/2017,30/06/2017,,Hail & Ride will operate along Cardigan Rd and Deans Way,Valid,Registered,Operating between Nuneaton and Bede Village given service number 79 / 79 effective from 29 August 2017. To amend Route and Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,West Midlands,23
PF1085184/23,4,79,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Bede Village,,29/08/2017,30/06/2017,,Hail & Ride will operate along Cardigan Rd and Deans Way,Valid,Registered,Operating between Nuneaton and Bede Village given service number 79 / 79 effective from 29 August 2017. To amend Route and Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,East of England,23
PF1085184/23,4,79,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,Bede Village,,29/08/2017,30/06/2017,,Hail & Ride will operate along Cardigan Rd and Deans Way,Valid,Registered,Operating between Nuneaton and Bede Village given service number 79 / 79 effective from 29 August 2017. To amend Route and Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,East of England,23
PF1085184/24,4,208,F,PF1085184,30,30,02/03/2009,28/02/2019,Standard National,223384,CENTREBUS HOLDINGS LTD,HINCKLEY BUS,"THURMASTON, 4 WESTMORELAND AVENUE, LEICESTER, LE4 8PH, GB",Nuneaton,The Raywoods,,29/08/2017,30/06/2017,,Vary Timetable,Valid,Registered,Operating between Nuneaton and The Raywoods given service number 208 / 208 effective from 29 August 2017. To amend Timetable.,Normal Stopping,NO,Yes,SubsidisingAuthorityDescr,Warwickshire County Council,West Midlands,24
